,term,abbr_by_first_letters
33685,артериоз надпочечниковый,АН
33686,мембрана телофрагма,МТ
33687,Белла феномен,БФ
33688,Провацека риккетсия,ПР
33689,Spinalis cervicis,SC
33693,компенсаторная пауза,КП
33695,"Vesicale laterale,",VL
33697,пойкилодермия сосудистая атрофическая,ПСА
33698,яичниковая ветвь,ЯВ
33699,Клауберга среда III,КСI
33701,симптом простыни,СП
33703,Гейденгайна цепочечный шов,ГЦШ
33704,симптом ликворного толчка,СЛТ
33705,командный пункт МСГО,КПМ
33706,оптокинетическая проба,ОП
33707,сонно-барабанные ветви,СБВ
33710,"Jugale os,",JO
33711,Sphincter urethrae,SU
33714,кислородная подушка,КП
33716,Штоффеля операция,ШО
33719,Шпильмейера-Фогта болезнь,ШФБ
33721,миокардоз склеродермический,МС
33724,базальное сплетение,БС
33729,Nodi lymphatici pancreaticolienales,NLP
33730,Штерна симптом,ШС
33731,Medialis (n. frontalis),M(F
33732,"Costae cervicales,",CC
33733,Peronaeus communis,PC
33735,медуллизация кости,МК
33736,хлороз поздний,ХП
33738,органолептические показатели качества,ОПК
33741,Vag. synovialis m. obliqui superioris,VSMOS
33743,Педжета экстрамамиллярный дерматоз,ПЭД
33746,Пазини-Пьерини ограниченная атрофосклеродермия,ППОА
33748,Циена торсионный невроз,ЦТН
33750,патологоанатомическое отделение,ПО
33752,дом-интернат для престарелых и инвалидов,ДИДПИИ
33757,Иванова ринопластика,ИР
33759,дистония вегетативная,ДВ
33762,Auricularis superior,AS
33763,ахалазия пищевода врожденная,АПВ
33764,аденома предстательной железы,АПЖ
33766,печеночные трабекулы,ПТ
33767,саркома лимфофолликулярная,СЛ
33769,Кантора симптом,КС
33770,Мидзуо феномен,МФ
33771,дерматит буллезный мукосинехиальный атрофический,ДБМА
33772,давность захоронения трупа,ДЗТ
33774,склероз легких,СЛ
33775,грудинные ветви,ГВ
33776,простатопатия дисгормональная гиперпластическая,ПДГ
33777,синдром мальабсорбции,СМ
33781,сосцевидное отверстие,СО
33782,Apicalis (superior) lobi inferioris ramus,A(LIR
33783,лихорадка семейная средиземноморская,ЛСС
33786,приемно-сортировочный взвод,ПСВ
33787,овальная ямка,ОЯ
33789,Ovarii proprium,OP
33790,гортанная петля,ГП
33792,Ландольта операция,ЛО
33794,трехжгутовая проба,ТП
33795,Rhomboideus major,RM
33800,нейроглиома эмбриональная,НЭ
33802,селезенка саговая,СС
33803,Ошманна артротомия,ОА
33804,Ревийо симптом,РС
33805,Розенбаха закон,РЗ
33808,Flexor digitorum profundus manus,FDPM
33809,тахикардия желудочковая,ТЖ
33810,F. peritoneoperinealis,FP
33811,волокно (-A),В(A
33812,зонд-игла лигатурная,ЗИЛ
33814,носослезный проток,НП
33817,Штернгеймера-Мальбина клетки,ШМК
33819,эпидемиологический конъюнктурный обзор,ЭКО
33820,антианемический фактор,АФ
33822,Филатова-Кальфы диадема,ФКД
33824,гипербилирубинемия физиологическая,ГФ
33825,Добротворского пластика,ДП
33827,мочеточник ретрокавальный,МР
33828,сердце висячее,СВ
33829,Vesicales superiores,VS
33830,Минина лампа,МЛ
33834,Оврена болезнь,ОБ
33835,онкологическая служба,ОС
33836,симптом неврологический вторичный,СНВ
33842,продукты питания,ПП
33843,"Fibrosum posticum,",FP
33845,"Malleoli lateralis interosseum,",MLI
33846,Ивановой-Подобед метод,ИПМ
33847,Clavicularis ramus,CR
33850,офтальмохромоскоп Водовозова,ОВ
33851,гиалуроновые кислоты,ГК
33852,акт санитарного обследования,АСО
33857,надталамическая область,НО
33859,дистрофия печени красная,ДПК
33864,Гравитца опухоль,ГО
33868,синдром оглушения сознания,СОС
33870,илеит ретроградный,ИР
33872,гранулез носа красный,ГНК
33874,Олби спондилодез,ОС
33875,Регалы болезнь,РБ
33876,безымянная линия,БЛ
33877,синдром подмышечного нерва,СПН
33878,энцефалит вирусный комариный,ЭВК
33879,интенсивный показатель,ИП
33882,Басова фистула,БФ
33885,Левина синдром,ЛС
33889,Меллингера блефаростат,МБ
33890,Obliquus internus abdominis,OIA
33891,межвенозный бугорок,МБ
33894,Jugularis interna,JI
33896,фигура молнии,ФМ
33898,Гуревича симптом,ГС
33899,Фогта-Коянаги синдром,ФКС
33900,Вестфаля рефлекс,ВР
33902,Вейнберга методы,ВМ
33904,Фридриха способ,ФС
33905,область живота боковая,ОЖБ
33906,психоз единый,ПЕ
33907,борозда ножки мозга медиальная,БНММ
33908,болезни соединительной ткани диффузные,БСТД
33911,Егера крючок,ЕК
33912,межпредсердная диссоциация,МД
33913,Adductor pollicis,AP
33914,"Superciliaris medialis,",SM
33916,"Longitudinale (Barkow),",L(
33918,миграция яйца,МЯ
33920,Myelencephalica (n. accessorii),M(A
33923,эритема рубцующаяся угревая,ЭРУ
33924,"Sphincter ani cutaneus,",SAC
33926,биотермическая камера,БК
33927,головка лучевой кости,ГЛК
33930,паротит хронический рецидивирующий,ПХР
33931,Мореля болезнь,МБ
33932,ревматическая атака,РА
33933,Раутиана аномалоскоп,РА
33934,"Levator labiorum communis,",LLC
33935,hymenolepis diminuta,HD
33937,переходящая зона,ПЗ
33939,гистогематический барьер,ГБ
33941,Белла мания,БМ
33944,Фольгарда проба,ФП
33945,Гертеля анестезия,ГА
33947,оттискные материалы,ОМ
33949,коарктация аорты,КА
33952,Гольтца симптом,ГС
33957,Ван-Кревельд,ВК
33958,врезывание головки плода,ВГП
33959,"Iliolumbale superius et inferius,",ISEI
33961,протромбиновое время,ПВ
33963,Христена энергометр,ХЭ
33964,Interlobares (renis),I(
33965,скорбут альпийский,СА
33966,головка фаланги,ГФ
33967,мозоль костная,МК
33969,серые столбы,СС
33971,гранулема трихофитийная,ГТ
33972,титрование бактериофага,ТБ
33974,Thyreoideus inferior,TI
33975,культура органная,КО
33976,Черногубова болезнь,ЧБ
33977,эвакуационная комиссия,ЭК
33979,стреловидный синус нижний,ССН
33980,Canalis hypoglossi plexus venoeus,CHPV
33984,Киршнера спица,КС
33985,носогубная борозда,НБ
33987,апоплексия прогрессирующая,АП
33990,угри медикаментозные,УМ
33992,пятно мешочка,ПМ
33993,Горкиной метод,ГМ
33995,Cavernosi clitoridis minores,CCM
33996,перикардиальное поле,ПП
34000,реакция «гаптен,Р«
34005,эхинококкоз однокамерный,ЭО
34006,лихорадка аденофаринго-конъюнктивальная,ЛАК
34011,ключевое переживание,КП
34012,Ascendens aorta,AA
34014,Спасокукоцкого-Вильмса резекция желудка,СВРЖ
34017,"Obliqua digitorum manus,",ODM
34018,асцит-бульон,АБ
34019,"Maxillare mediale,",MM
34024,отделение выздоравливающих,ОВ
34026,маляция гиперпластическая Реклингхаузена,МГР
34029,хрусталиковый пузырек,ХП
34031,эритробластоз новорожденных,ЭН
34032,локоть теннисный,ЛТ
34033,сонная борозда,СБ
34036,Трнки сухожильный шов,ТСШ
34041,Хилла метод,ХМ
34043,"Cardinales craniales,",CC
34044,рабдомиосаркома эмбриональная,РЭ
34045,рилизинг-гормоны,РГ
34049,спинной сегмент,СС
34052,макроауторадиография баллонная,МБ
34054,высотная устойчивость,ВУ
34056,киста вольфова,КВ
34057,Temporale os,TO
34058,Диде промывания,ДП
34059,симптом серебряной проволоки,ССП
34063,Георги реакция,ГР
34064,нефронофтиз ювенильный,НЮ
34065,Ventralis ramus,VR
34066,фликтена блуждающая,ФБ
34074,телеангиэктазия церебральная базальная,ТЦБ
34079,гипербилирубинемия типа Ариаса,ГТА
34080,Шевассю симптом,ШС
34083,дистрофия роговицы узелковая Греноува,ДРУГ
34084,предушные ветви,ПВ
34087,Шарпантье феномен,ШФ
34088,Деркума болезнь,ДБ
34092,striae atrophicae,SA
34094,Ван-Бюхема синдром,ВБС
34096,Кумона метод,КМ
34098,дезинфекционные средства,ДС
34099,Маньяна билатеральные галлюцинации,МБГ
34100,Пфейффера железистая лихорадка,ПЖЛ
34101,Стивенса-Джонсона синдром,СДС
34103,теменная область верхняя,ТОВ
34104,психозомиметические вещества,ПВ
34106,мукоидное набухание,МН
34108,Genus media,GM
34109,биологические пруды,БП
34110,Фереейена «звездочки»,Ф«
34112,колодец эмшеровский,КЭ
34116,Хоттингера бульон,ХБ
34117,куперова железа,КЖ
34118,Симса зеркало,СЗ
34121,стопа когтеобразная,СК
34122,феномен толчка,ФТ
34124,яремный бугорок,ЯБ
34125,Ревердена игла,РИ
34132,мозжечково-бугорный путь,МБП
34137,реометрия объемная,РО
34141,глиобластоз диффузный,ГД
34144,Девержи болезнь,ДБ
34145,нарывные средства,НС
34149,Касаля воротник,КВ
34150,изоосмотический раствор,ИР
34156,Минакова способ,МС
34158,17-оксикортикостерон,1О
34159,Фовлера положение,ФП
34160,ворота зубчатого ядра,ВЗЯ
34161,склероз туберозный,СТ
34162,лихорадка Гуароа,ЛГ
34163,Гаусса кожно-головные щипцы,ГКГЩ
34164,1 карбоксипептидазы,1К
34166,Бернетта синдром,БС
34168,фокусное расстояние,ФР
34169,Cricoarytenoideus posterior,CP
34170,Зеленовского теория,ЗТ
34171,антропометр станковый горизонтальный,АСГ
34176,Тиззера болезнь,ТБ
34177,профессиональная ориентация,ПО
34178,болезни паразитарные,БП
34179,седативные средства,СС
34181,Splanchnicus major,SM
34185,костная ложка,КЛ
34187,синдром гипотонический,СГ
34189,Горкина фиксатор-щипцы,ГФЩ
34192,Озе синдром,ОС
34193,Дюге ангина,ДА
34194,Урбаха болезнь,УБ
34195,Лангенбека иглодержатель,ЛИ
34197,Шауля метод рентгенотерапии,ШМР
34198,Нелатона линия,НЛ
34200,сидероз 2,С2
34201,Пирс опухоль,ПО
34203,статистическая сводка,СС
34205,пульс прекапиллярный,ПП
34206,противоглистные средства,ПС
34208,"Meniscotemporale posterius,",MP
34210,пляска сонных артерий,ПСА
34211,B. coccygea,BC
34212,крыло петушиного гребня,КПГ
34215,Тарнова синдром,ТС
34219,Palatinus major,PM
34220,Литтла множественная эритематозная эпителиома,ЛМЭЭ
34224,«жажда воздуха»,«В
34225,Аничкова клетки,АК
34230,оспа коровья,ОК
34231,Клейншмидта смеси,КС
34232,"(ganglii submaxillaris) (BNA),",(S(
34233,гиперестезия вкусовая,ГВ
34235,символические действия,СД
34236,Кауффманна симптом,КС
34239,"Jugularis communis,",JC
34241,Mediastinopulmonalis plica,MP
34243,Гордона рефлекс,ГР
34244,млечный ход,МХ
34247,месторождение минеральных вод,ММВ
34249,энцефалит клещевой Повассан,ЭКП
34252,почка поликистозная,ПП
34256,надпочечниковое вдавление,НВ
34258,сустав перстнещитовидный,СП
34259,Банга проба,БП
34260,невроз вегетативный,НВ
34262,Олби фиксация позвоночника,ОФП
34263,Proteus morganii,PM
34265,Хилова отопластика,ХО
34266,желтуха надпеченочная,ЖН
34267,ацетоацетил-КоА,АК
34269,Панаралле криоаппликатор,ПК
34270,экстраваскулярная жидкость,ЭЖ
34272,ангиокератома ограниченная невиформная туловища,АОНТ
34276,изоэлектрическое фокусирование,ИФ
34277,Уленбрука метод,УМ
34279,вольфова киста,ВК
34282,Мартореля синдром,МС
34284,гепатит трофопатический,ГТ
34285,гематоксилиновые тельца,ГТ
34286,носитель информации,НИ
34287,Меддокса палочка,МП
34289,мышиный писк,МП
34292,синдром тромбоэмболический,СТ
34293,метод серебрения,МС
34294,"Naviculocuboideum interosseum,",NI
34295,проба с АКТГ,ПСА
34297,Воячека резекция,ВР
34298,полость носа,ПН
34299,борозда средней височной артерии,БСВА
34302,синдром Эльпенора,СЭ
34306,эритема кольцевидная центробежная,ЭКЦ
34308,ветви к молочной железе латеральные,ВКМЖЛ
34309,Кокса метод,КМ
34310,поводково-межножковый путь,ПМП
34312,тератобластома яичника энтодермальная,ТЯЭ
34316,лихорадка Итаки,ЛИ
34318,прибор стереотаксический,ПС
34320,Т-система,ТС
34322,Infrapatellaris (n. sapheni),I(S
34323,Вулльштейна разрез,ВР
34324,папиллома внутрипротоковая,ПВ
34325,Троянова операция,ТО
34326,синдром истерический,СИ
34328,старение населения,СН
34329,Гразера дивертикулы,ГД
34330,часовые стеклышки,ЧС
34331,латероверсия матки,ЛМ
34332,Магнуса реакция опоры,МРО
34337,Илизарова компрессионно-дистракционный аппарат,ИКДА
34338,кератолиз новорожденных,КН
34339,стеноз левого атриовентрикулярного отверстия,СЛАО
34340,ветви к твердой оболочке головного мозга,ВКТОГМ
34341,Гужеро - Карто болезнь,ГКБ
34343,Ampullae lateralis,AL
34345,группа медицинского усиления,ГМУ
34346,проводниковые расстройства,ПР
34347,дистрофия желтого пятна,ДЖП
34348,индурация легких бурая первичная,ИЛБП
34350,мыщелковый отросток,МО
34351,окончатые мембраны,ОМ
34352,Ramos e Silva,RES
34353,детские учреждения,ДУ
34354,фаллопиева труба,ФТ
34355,антигельминтные средства,АС
34356,глазной бокал,ГБ
34357,диссоциация проводящей системы сердца продольная,ДПССП
34361,пиковый потенциал,ПП
34365,самопроизвольное зарождение,СЗ
34366,Thoracales anteriores,TA
34367,Pancreatica dorsalis,PD
34369,илеоцекальный угол,ИУ
34370,Айгера синдром,АС
34371,синдром мозжечковый,СМ
34373,Radiocarpicum dorsale,RD
34375,коэффициент внебрачной плодовитости,КВП
34376,Фемистера костная пластика,ФКП
34377,Венделя кардиопластика,ВК
34379,ветви к половым губам передние,ВКПГП
34380,кислородный эффект,КЭ
34381,гипогликемические средства,ГС
34383,маллеиновая проба,МП
34384,Люэра щипцы,ЛЩ
34385,Диммера болезнь,ДБ
34389,Урбаха-Вите болезнь,УВБ
34390,Рейхманна синдром,РС
34395,симптом ротированной стопы,СРС
34396,сбалансированность аминокислот,СА
34397,de Graaf,DG
34398,Берманна метод,БМ
34399,Кларка симптом,КС
34401,синдром амиостатический,СА
34402,Эйниса метод,ЭМ
34405,жизненная проба,ЖП
34406,патологический альтруизм,ПА
34407,серологическая реакция,СР
34409,"Chorioidea superior,",CS
34410,Tarsi interossea,TI
34411,Suprascapularis (-es),S(E
34412,брыжейка женского протока,БЖП
34417,Мак-Бернея,МБ
34418,кровяной сгусток,КС
34420,нервно-сухожильное веретено,НСВ
34421,нервный гребешок,НГ
34424,Nasalis retinae superior arteriola,NRSA
34425,бляшка моторная,БМ
34426,Ферворта-Вольффа среда,ФВС
34427,энцефалит эпидемический,ЭЭ
34428,ультимобранхиальные тела,УТ
34429,позвоночная область,ПО
34430,Банга гранулема,БГ
34431,девиация интринсикоидная,ДИ
34432,Cecalis posterior,CP
34433,Кенига разрез,КР
34438,синдром сольтеряющий,СС
34439,Цилера ознобленная гранулема,ЦОГ
34442,полип хоанальный,ПХ
34446,чувствительная петля,ЧП
34448,ритм сердца узловой,РСУ
34449,прямокишечные столбы,ПС
34450,слезная борозда,СБ
34451,Жирара грыжесечение,ЖГ
34452,F. coracocleidopectoralis,FC
34453,соматогенная реакция,СР
34454,Тихова-Линберга операция,ТЛО
34455,эластоз кожи узелковый кистозный с комедонами,ЭКУКСК
34459,Йореса жидкости,ЙЖ
34460,лечебное питание,ЛП
34461,ушная сера,УС
34462,ветвь тройничного нерва первая,ВТНП
34463,Де Ассиса метод,ДАМ
34464,биосинтез антител,БА
34472,статус абсанса,СА
34473,Pyramidalis abdominis,PA
34477,хроматоидные тела,ХТ
34479,атрофия кожи линейная,АКЛ
34481,моноцитоз эозинофильный,МЭ
34483,Van Buchem,VB
34484,акридиновые красители,АК
34486,паховая точка,ПТ
34487,Артюса феномен пассивный,АФП
34488,ноги X-образные,НXО
34490,Лермитта синдром,ЛС
34492,молекулярная пластинка,МП
34493,Эльшнига жемчужины,ЭЖ
34495,венозное давление,ВД
34496,Вольгемута метод,ВМ
34497,сообщающаяся ветвь,СВ
34498,epilepsia rotatoria,ER
34499,физическая нагрузка,ФН
34500,периартериит нодозный,ПН
34503,Мартина сальпингостомия,МС
34504,Хангануциу-Дайхера-Пауля-Буннелля реакция,ХДПБР
34505,подвздошно-слепокишечный угол,ПСУ
34506,Арруги операция,АО
34508,жаропонижающие средства,ЖС
34510,Фабера болезнь,ФБ
34512,Баркрофта феномен,БФ
34513,мазевая основа,МО
34514,Тиррелла фасция,ТФ
34516,трупное охлаждение,ТО
34519,общины сестер милосердия,ОСМ
34520,ангиолейомиома злокачественная,АЗ
34521,пиогенная мембрана,ПМ
34522,Брингмана геморефлектор,БГ
34525,обызвествление дискразическое,ОД
34526,черви первичнополостные,ЧП
34527,Китли-Торека-Герцена операция,КТГО
34532,Вредена доступ,ВД
34533,инструктивные теории иммунитета,ИТИ
34534,гранулема тропическая язвенная,ГТЯ
34535,окостенение плода,ОП
34536,Posterior ascendens ramus,PAR
34540,подчелюстные ветви,ПВ
34541,Фонио метод,ФМ
34546,расщелина неба,РН
34547,Nodi lymphatici axillares,NLA
34549,медико-географическая карта,МГК
34550,натрий радиоактивный,НР
34553,Прево симптом,ПС
34554,субарахноидальное пространство,СП
34556,нозологическая единица,НЕ
34557,Ретциуса извилины,РИ
34558,артериальные ветви междольковые (печени),АВМ(
34559,Ethmoidale os,EO
34564,тератогенное действие,ТД
34565,слезная часть круговой мышцы глаза,СЧКМГ
34567,Lympbonodi linguales,LL
34568,паралич свинцовый,ПС
34569,status febrilis,SF
34572,инсуффляция пресакральная,ИП
34574,Гартманна зажим,ГЗ
34575,Лефевра кератодермия,ЛК
34576,Акулиничева пирамидальная система,АПС
34578,Феррети признак,ФП
34580,лицевой канал,ЛК
34583,Вейсса синдром,ВС
34586,гаверсов канал,ГК
34587,индекс торможения роста опухоли,ИТРО
34591,Клайнфелтера синдром хроматинотрицательный,КСХ
34592,помрачение сознания сумеречное эпизодическое,ПССЭ
34593,Деррика болезнь,ДБ
34600,респиратор кабинный,РК
34602,реактивация перекрестная,РП
34604,ушные придатки,УП
34605,"Inferior profunda brachii,",IPB
34609,Штеффена реакция,ШР
34611,F. bulbi (Tenoni),FB(
34616,контрастные представления,КП
34617,теория систем,ТС
34620,маразм психический,МП
34622,inferioris) (BNA;,I(
34624,закон токсикодинамики основной,ЗТО
34627,Sacroiliacum posterius breve,SPB
34629,папилломатоз пигментный безымянный,ППБ
34630,подбородочный бугорок,ПБ
34631,двубрюшная ветвь,ДВ
34632,Сикара симптом,СС
34634,абазия-астазия,АА
34636,Штерна синдром,ШС
34637,голова медузы,ГМ
34640,венозный возврат,ВВ
34642,ванна светотепловая,ВС
34643,larva migrans,LM
34645,носовые ветви задние нижние (латеральные),НВЗН(
34646,рука прачки,РП
34647,эпителиоцит базальный,ЭБ
34652,синдром таламический,СТ
34655,Валларта метод,ВМ
34656,Жерди фасция,ЖФ
34657,животный клей,ЖК
34658,Anterior (n. obturatorii),A(O
34660,титр бактериофага,ТБ
34663,иммунорезистентность опухоли,ИО
34664,Communicans cum r. laryngeo interno,CCRLI
34667,мальпигиево тельце,МТ
34668,роландов бугорок,РБ
34669,желудочек терминальный,ЖТ
34671,ямка большого мозга латеральная,ЯБМЛ
34673,уретральный желобок,УЖ
34676,«роговые жемчужины»,«Ж
34679,лихорадка увеопаротидная,ЛУ
34680,Чаддока рефлекс,ЧР
34681,кровяное депо,КД
34684,экспертиза временной нетрудоспособности,ЭВН
34685,"F. buccalis,",FB
34686,Haemonchus contortus,HC
34690,Гея проба,ГП
34691,Extensor hallucis longus,EHL
34692,лихорадка мочевая,ЛМ
34693,Келера болезнь II,КБI
34694,"magni) (PNA,",M(
34695,Хмелевского родостимуляция,ХР
34698,Бальзера синдром,БС
34700,оспа верблюдов,ОВ
34701,латеральная борозда задняя,ЛБЗ
34702,Ру грыжесечение,РГ
34703,энтомология судебно-медицинская,ЭСМ
34705,Эммета операция,ЭО
34706,"F. prevesicalis,",FP
34707,девственная плева,ДП
34708,ановуляторный цикл,АЦ
34709,Штеккеля операция,ШО
34711,Arteriae cerebri mediae,ACM
34713,атрофия легочная прогрессирующая,АЛП
34717,дискальцинация эмали,ДЭ
34720,Като метод,КМ
34722,хондродисплазия с ангиоматозом,ХСА
34723,валик носа,ВН
34724,эпидермолиз новорожденных острый,ЭНО
34725,Кенига артротомия,КА
34726,энтероцит ацидофильный,ЭА
34730,Бойса симптом,БС
34731,Anulare stapedis,AS
34734,вскармливание искусственное,ВИ
34735,Пейана метод,ПМ
34736,йодное число,ЙЧ
34737,Талалаева метод,ТМ
34741,фильтровальная станция,ФС
34742,синдром влияния,СВ
34743,складки прямой кишки поперечные,СПКП
34745,Менделя законы,МЗ
34746,подкрыльцовая линия передняя,ПЛП
34748,ulcus rodens,UR
34749,Lymphonodi faciales profundi,LFP
34751,артефакт рентгенологический,АР
34752,сирингоэпителиома Апатенко,СА
34754,тиф эндемический тунисский,ТЭТ
34756,Сазмена симптом,СС
34757,трахеопатия хондроостеопластическая,ТХ
34758,медицинский перегрузочный пункт,МПП
34759,фаза наполнения,ФН
34761,ремаковское нервное волокно,РНВ
34762,шпора гастроэнтероанастомоза,ШГ
34767,эритема ревматическая,ЭР
34769,экзема вакцинальная,ЭВ
34771,плечико моста,ПМ
34772,Sphincter ductus choledochi,SDC
34773,Виноградова болезнь,ВБ
34774,вскармливание естественное,ВЕ
34775,Лейна болезнь,ЛБ
34776,школа-интернат,ШИ
34777,ипохондрические тревожные опасения,ИТО
34779,Лангханса слой,ЛС
34780,Facialis posterior,FP
34782,водолазно-медицинская комиссия,ВМК
34784,аргининосукцинат-лиаза,АЛ
34785,крыловидная плева,КП
34789,клеточная территория,КТ
34790,лютеиновая фаза,ЛФ
34793,Genus inferior medialis,GIM
34794,реакция анафилаксии с десенсибилизацией,РАСД
34795,дыхание 1,Д1
34798,противочумный костюм,ПК
34799,парез мозжечковый,ПМ
34800,перевязочная летучка передовая,ПЛП
34801,Бейли способ,БС
34804,спирометрическая кривая,СК
34805,Морена разъедающая язва,МРЯ
34808,Arcuatum laterale,AL
34809,Mammarii rami,MR
34810,Альберта кишечный шов,АКШ
34812,вспомогательные вещества,ВВ
34815,полифиброматоз Турена,ПТ
34816,артериальный конус,АК
34821,экономика здравоохранения,ЭЗ
34822,химиотерапия противоопухолевая,ХП
34823,пульсовое давление,ПД
34824,"Aponeurosis orbitoorbicularis,",AO
34825,судорога салаамова,СС
34827,синдром четвертого желудочка,СЧЖ
34829,ортодонтическая помощь,ОП
34831,Зикерта синдром,ЗС
34835,перевязочно-питательный пункт,ППП
34839,перфузия регионарная,ПР
34840,пальцевые узоры,ПУ
34841,матрикс волоса,МВ
34844,зрительные пути,ЗП
34850,шарлатанство медицинское,ШМ
34851,шпатель Дригальского,ШД
34852,"Abductor digiti minimi brevis manus,",ADMBM
34855,Бернгейма синдром,БС
34857,непереносимость молока,НМ
34858,B. iliopectinea,BI
34859,фузионные поля,ФП
34860,Lymphonodi lumbales,LL
34861,Pulmonalis dextra,PD
34862,Краузе стерилизация кетгута,КСК
34866,индурация легких бурая идиопатическая,ИЛБИ
34868,Cuneiforme tertium os,CTO
34870,кожа гусиная,КГ
34871,симптом разматывания воспоминаний,СРВ
34874,Асеведо хейлит,АХ
34875,Герстманна синдром,ГС
34877,аллотипы иммуноглобулинов,АИ
34878,Intercostalia externa,IE
34882,Бонне симптом,БС
34883,Савиных гастроэзофагостомия,СГ
34885,Phrenicolienales plicae,PP
34890,гальванический воротник Щербака,ГВЩ
34891,glossitis mediana indurata,GMI
34892,шпора костная,ШК
34893,"Sternocleidomastoideus superior ramus,",SSR
34894,Гоффманна операция,ГО
34895,синдром верхнего шейного симпатического узла,СВШСУ
34896,стоматит везикулярный,СВ
34898,Беллярминова пинцет,БП
34899,влагалище пограничное,ВП
34900,эритема нодозная,ЭН
34903,Лоренца аппарат,ЛА
34904,Labiales mandibulares,LM
34907,изотопный носитель,ИН
34908,перинуклеарное пространство,ПП
34909,миелография изотопная,МИ
34910,определившийся исход,ОИ
34911,Кунта роговичный пинцет,КРП
34915,Cutaneus lateralis,CL
34916,розацеа-склерит,РС
34918,область молочной железы,ОМЖ
34919,остоз деформирующий,ОД
34920,зубная пластинка,ЗП
34923,ген-репликатор,ГР
34929,Мюллера зеркало,МЗ
34930,островковая область,ОО
34934,Швайзера операция,ШО
34935,гемосидероз ретикулярный старческий,ГРС
34936,Кенига ринопластика,КР
34937,дезинфицирующие средства,ДС
34938,штаб медицинской службы гражданской обороны,ШМСГО
34939,Кера дренаж,КД
34940,мурексидная реакция,МР
34941,изолятор психиатрический,ИП
34944,захват ритма сердца,ЗРС
34945,болевая точка Вакеза,БТВ
34946,"Quadratus antibrachii,",QA
34949,экк-павловская фистула,ЭПФ
34950,фенестрация лабиринта,ФЛ
34952,симптом субъективный,СС
34954,Мейера реакция,МР
34956,эритродермия Вильсона-Брока,ЭВБ
34957,ретростернальное пространство,РП
34959,Rectus capitis anterior,RCA
34962,сердце панцирное,СП
34963,гидатида морганиева,ГМ
34964,мания акинетическая,МА
34969,трубка аспирационная,ТА
34970,Мейер-Бетца синдром,МБС
34972,бактериологическая разведка,БР
34973,трансмембранный потенциал,ТП
34974,динамический ряд,ДР
34977,Самойлова-Венкебаха периоды,СВП
34979,диарея вирусная,ДВ
34981,Орлеанского мастоидит,ОМ
34984,диспозиция матки,ДМ
34986,эритробласт первичный,ЭП
34987,"B. coccygica,",BC
34988,Маклакова косая склерэктомия,МКС
34992,дисплазия Яффе,ДЯ
34993,симптом раздельного зажмуривания глаз,СРЗГ
34997,Пейпера глазной феномен,ПГФ
34999,прогестероновая фаза,ПФ
35001,хрящевой фарш,ХФ
35002,гипестезия половая,ГП
35003,Rectalis cranialis,RC
35005,B. m. bicipitis femoris inferior,BMBFI
35006,Массона тельца,МТ
35009,дренаж спинальный,ДС
35010,невус ихтиозиформный,НИ
35013,D-глюкоза,DГ
35015,патология интеграции,ПИ
35016,головное отделение полевого эвакуационного пункта,ГОПЭП
35018,реакция лейколиза,РЛ
35019,Банкрофта нитчатка,БН
35020,Alectorobius tholozani,AT
35023,тест толерантности,ТТ
35024,влагалищный отросток,ВО
35026,энцефалит Петте-Деринга,ЭПД
35029,селезенка тифозная,СТ
35033,летальность общая,ЛО
35035,Де Ланге синдром,ДЛС
35036,Розенмюллера орган,РО
35039,masseter-reflex,MR
35041,Гурлер синдром,ГС
35042,"Auditiva externa,",AE
35043,зубы шиловидные,ЗШ
35051,мюллеров канал,МК
35055,Рихтера ножницы,РН
35056,медицина авиационная,МА
35057,Пика атрофия,ПА
35063,"F. cervicales,",FC
35066,Бриона треугольник,БТ
35067,лихорадка уретральная,ЛУ
35068,аденома щитовидной железы оксифильная,АЩЖО
35069,запирательная мембрана,ЗМ
35070,Suprarenalis superior,SS
35072,Барракера электротрепан,БЭ
35077,пространственная ориентация,ПО
35080,гипноз активный,ГА
35083,Войно-Ясенецкого резекция таза,ВЯРТ
35084,функциональная подвижность,ФП
35085,Abdominalis aorta,AA
35088,Эйди синдром,ЭС
35090,опухоль волосяная,ОВ
35092,синдром затылочного отверстия,СЗО
35094,янус зеленый,ЯЗ
35095,метод иммунофлюоресценции,МИ
35096,синдром астмоидный,СА
35098,Поликарпова метод,ПМ
35100,осязательное тельце,ОТ
35101,"Accessorium humeri,",AH
35103,эпидемиологическая разведка,ЭР
35104,Поля симптом,ПС
35105,гертвиговское эпителиальное влагалище,ГЭВ
35107,фаза быстрого наполнения,ФБН
35110,санитарно-эпидемиологическое описание,СЭО
35111,атрофия мышечная спинальная прогрессирующая ювенильная,АМСПЮ
35112,Rectae (renis) venulae,R(V
35113,танатология судебно-медицинская,ТСМ
35114,Момбурга кишечный шов,МКШ
35116,хилоцеле семенного канатика,ХСК
35118,Ниманна - Пика клетки,НПК
35119,Николаева триада,НТ
35122,симптом петитова треугольника,СПТ
35123,миоглобинурия паралитическая,МП
35124,желтуха сифилитическая,ЖС
35125,Преображенского модификация стапедэктомии,ПМС
35126,финнозное мясо,ФМ
35128,Гейденгайна метод,ГМ
35130,илеит илеоцекальный регионарный,ИИР
35133,нейронный ансамбль,НА
