,term,abbr_by_first_letters
1463,РљРѕРЅРѕРІР°Р»РѕРІР° Р±РѕР»РµР·РЅСЊ,РљР‘
1467,РіСЂР°РЅСѓР»РµРјР° Р»РёС†Р° Р·Р»РѕРєР°С‡РµСЃС‚РІРµРЅРЅР°СЏ,Р“Р›Р—
1468,РїРµСЂРёРѕРґРёС‡РµСЃРєР°СЏ Р±РѕР»РµР·РЅСЊ,РџР‘
1472,СѓРіРѕР» РіР°РјРјР°,РЈР“
1473,РјРµС‚Р°Р±РѕР»РёС‡РµСЃРєР°СЏ РІРѕРґР°,РњР’
1474,РіРµРјРѕСЂСЂР°РіРёСЏ СЌРєСЃРїСѓР»СЊСЃРёРІРЅР°СЏ,Р“Р­
1477,РЁРµР№С‚С…Р°СѓСЌСЂР°-РњР°СЂРё-РЎРµРЅС‚РѕРЅР° СЃРёРЅРґСЂРѕРј,РЁРњРЎРЎ
1479,СЃРёСЃС‚РµРјР° Р°РґСЂРµРЅРѕСЂРµР°РєС‚РёРІРЅР°СЏ,РЎРђ
1480,СЂРѕРґРёР»СЊРЅС‹Р№ РґРѕРј,Р Р”
1481,С„СЂР°РјР±РµР·РёСЏ Р±СЂР°Р·РёР»СЊСЃРєР°СЏ,Р¤Р‘
1483,Р’РµР»Р°РЅРґРµСЂ СЃРёРЅРґСЂРѕРј,Р’РЎ
1484,СЃРµРјРµРЅРЅС‹Рµ РєР°РЅР°Р»СЊС†С‹ РїСЂСЏРјС‹Рµ,РЎРљРџ
1485,СЃРёРјРїС‚РѕРј СЃС‚РѕСЏС‡РёР№,РЎРЎ
1486,РґРёСЃРїР»Р°Р·РёСЏ С‡РµСЂРµРїРЅРѕ-РјРµС‚Р°С„РёР·Р°СЂРЅР°СЏ,Р”Р§Рњ
1487,С„РµРЅРѕРјРµРЅ СЃРєСЂС‹С‚РѕРіРѕ С€РµР»СѓС€РµРЅРёСЏ,Р¤РЎРЁ
1489,С„РёР±СЂРѕСЌР»Р°СЃС‚РѕР· СЃСѓР±СЌРЅРґРѕРєР°СЂРґРёР°Р»СЊРЅС‹Р№ РїСЂРёРѕР±СЂРµС‚РµРЅРЅС‹Р№,Р¤РЎРџ
1496,РёРЅС‚СЂР°РЅР°С‚Р°Р»СЊРЅС‹Р№ РїРµСЂРёРѕРґ,РРџ
1497,РІР·Р°РёРјРѕРґРµР№СЃС‚РІРёРµ РіРµРЅРѕРІ,Р’Р“
1498,РѕРјР° СЃРёРјРїС‚РѕРј,РћРЎ
1499,Р›Р°РЅРЅРµР»РѕРЅРіР° РѕРїРµСЂР°С†РёСЏ,Р›Рћ
1501,Р°РЅРѕРЅРёС…РёСЏ РІСЂРѕР¶РґРµРЅРЅР°СЏ,РђР’
1502,РљРµР»РµСЂР° Р·Р°РїСЏС‚Р°СЏ,РљР—
1504,Р’Р°РЅ-РЎР»Р°Р№РєР° Р°РїРїР°СЂР°С‚,Р’РЎРђ
1507,РєРёС€РєР° СЃР»РµРїР°СЏ РїРѕРґРІРёР¶РЅР°СЏ,РљРЎРџ
1508,РљРёР»РёРЅР° СЃРёРЅРґСЂРѕРј,РљРЎ
1513,РЅРµРІСЂРѕРїР°С‚РёСЏ РіРёРїРµСЂС‚СЂРѕС„РёС‡РµСЃРєР°СЏ СЃРµРјРµР№РЅР°СЏ,РќР“РЎ
1516,С€Р°РЅРєСЂ С‚РІРµСЂРґС‹Р№,РЁРў
1518,РїР°РЅРєСЂРµР°С‚РёС‡РµСЃРєРёР№ РѕСЃС‚СЂРѕРІРѕРє,РџРћ
1519,РЎРјРѕР»СЊСЏРЅРЅРёРєРѕРІР° СЃРїРѕСЃРѕР±,РЎРЎ
1520,РџРѕС…РёСЃРѕРІР° СЃРїРѕСЃРѕР±,РџРЎ
1522,СЌРєР·РѕС„С‚Р°Р»СЊРјРёС‡РµСЃРєРёР№ С„Р°РєС‚РѕСЂ РіРёРїРѕС„РёР·Р°,Р­Р¤Р“
1524,РєР°СЂС‚Р° РёР·РѕРґРѕР·,РљР
1525,РєРѕР»РёС‚ СЃРїР°СЃС‚РёС‡РµСЃРєРёР№,РљРЎ
1527,С„Р»СЋРѕСЂРёР·Р°С†РёСЏ РІРѕРґС‹,Р¤Р’
1528,Р°РґРµРЅРѕРјР° СЏРёС‡РЅРёРєР° С„РѕР»Р»РёРєСѓР»СЏСЂРЅР°СЏ,РђРЇР¤
1529,С„СЂР°РєС†РёРѕРЅР°С‚РѕСЂ РєСЂРѕРІРё,Р¤Рљ
1533,РїРѕР»СѓР»СѓРЅРЅР°СЏ СЃРєР»Р°РґРєР° РєРѕРЅСЉСЋРЅРєС‚РёРІС‹,РџРЎРљ
1536,СЃС‚РёРјСѓР»СЏС†РёСЏ СЃРµСЂРґС†Р° СЌР»РµРєС‚СЂРёС‡РµСЃРєР°СЏ,РЎРЎР­
1537,Р’Р°Р»СЊСЃР°Р»СЊРІС‹ РѕРїС‹С‚ РѕС‚СЂРёС†Р°С‚РµР»СЊРЅС‹Р№,Р’РћРћ
1539,Articulares rami,AR
1542,СЃРёРЅРґСЂРѕРј С‚РµСЃС‚РёРєСѓР»СЏСЂРЅРѕР№ С„РµРјРёРЅРёР·Р°С†РёРё,РЎРўР¤
1544,С„СѓРјР°СЂРѕРІР°СЏ РєРёСЃР»РѕС‚Р°,Р¤Рљ
1545,РљРѕС…Р° РїСЂРѕР±Р°,РљРџ
1546,Р›РёС‚С†РјР°РЅРЅР° СЂР°Р·РјРµСЂ,Р›Р 
1547,С†РёРєР» СЂР°Р·РІРёС‚РёСЏ,Р¦Р 
1548,Р‘СѓРјРјР° РїСѓР±РёС‚РѕРјРёСЏ,Р‘Рџ
1549,РІС…РѕРґРЅРѕРµ РѕС‚РІРµСЂСЃС‚РёСЏ,Р’Рћ
1550,РІРµРЅР° (-С‹),Р’(Р«
1553,РРЅРіСЂРµС…РµРјР° РѕРїРµСЂР°С†РёСЏ,РРћ
1555,СЂР°Р±РѕС‡РµРµ РјРµСЃС‚Рѕ,Р Рњ
1556,РњРёС…Р°СЌР»РёСЃР° Р°РїРїР°СЂР°С‚,РњРђ
1557,delirium acutum,DA
1559,СЌРїРёС‚РµР»РёРѕРјР° РѕР±С‹Р·РІРµСЃС‚РІР»РµРЅРЅР°СЏ,Р­Рћ
1560,Р°С‚СЂРѕС„РёСЏ РјРѕР·РіР° РѕРіСЂР°РЅРёС‡РµРЅРЅР°СЏ РїСЂРµРґСЃС‚Р°СЂС‡РµСЃРєР°СЏ,РђРњРћРџ
1562,РЅРёСЃС…РѕРґСЏС‰Р°СЏ РІРµС‚РІСЊ,РќР’
1566,Р§РµСЂРєРµСЃ-Р—Р°РґРµ С€РёРЅР°,Р§Р—РЁ
1567,РњРµР№Р»РµРЅРіСЂР°С…С‚Р° СЃРёРЅРґСЂРѕРј,РњРЎ
1568,СЂРёС‚Рј СЃРµСЂРґС†Р° С‡РµС‚С‹СЂРµС…С‡Р»РµРЅРЅС‹Р№,Р РЎР§
1569,Nodi lymphatici centrales,NLC
1571,РЅРµРІСѓСЃ РіРёРїРµСЂРєРµСЂР°С‚РѕС‚РёС‡РµСЃРєРёР№,РќР“
1572,РґРёСЌС‚РёР»РѕРІС‹Р№ СЌС„РёСЂ,Р”Р­
1574,РіРµРјРѕСЃРёРґРµСЂРѕР· С‚СЂР°РЅСЃС„СѓР·РёРѕРЅРЅС‹Р№,Р“Рў
1575,РЅР°РґРєРѕР»РµРЅРЅРёРє РґРѕР»СЊС‡Р°С‚С‹Р№,РќР”
1579,Р¤СѓР°-РўРµРІРµРЅР°СЂР° СЂРµС„Р»РµРєСЃ РѕСЃР°РЅРєРё,Р¤РўР Рћ
1581,РєРѕР»Рё-РёРЅРґРµРєСЃ,РљР
1584,Р‘СЂР°Р№Р»СЏ С‚РѕС‡РµС‡РЅР°СЏ Р°Р·Р±СѓРєР°,Р‘РўРђ
1586,РІРЅСѓС‚СЂРёСѓС‚СЂРѕР±РЅР°СЏ Р»РѕРјРєРѕСЃС‚СЊ РєРѕСЃС‚РµР№,Р’Р›Рљ
1590,Riva-Rocci,RR
1591,РґРµСЂРјР°С‚РѕР· РіРµРјРѕСЂСЂР°РіРёС‡РµСЃРєРё-РїРёРіРјРµРЅС‚РЅС‹Р№,Р”Р“Рџ
1593,СЂРµС‚РёРєСѓР»РѕСЃРїРёРЅР°Р»СЊРЅС‹Р№ С‚СЂР°РєС‚,Р Рў
1595,Рљ-РјРёС‚РѕС‚РёС‡РµСЃРєРёР№ Р°РіРµРЅС‚,РљРњРђ
1596,СЃРµР»РёС‚РµР±РЅР°СЏ С‚РµСЂСЂРёС‚РѕСЂРёСЏ,РЎРў
1597,РґРµСЂРјР°С‚РёС‚ РіРµСЂРїРµС‚РёС„РѕСЂРјРЅС‹Р№,Р”Р“
1600,B. m. teretis majoris,BMTM
1601,РіРµРјР°РЅРіРёРѕРјР° СЃРєР»РµСЂРѕР·РёСЂСѓСЋС‰Р°СЏ,Р“РЎ
1603,Р·РѕРЅР° СЂР°РґРёРѕР°РєС‚РёРІРЅРѕРіРѕ Р·Р°РіСЂСЏР·РЅРµРЅРёСЏ,Р—Р Р—
1604,РєРѕСЂРѕРЅРєР° Р·СѓР±Р° Р¶Р°РєРµС‚РЅР°СЏ,РљР—Р–
1605,РїРµСЂРµРґРЅРёР№ РєР°РЅР°С‚РёРє,РџРљ
1606,РѕС‚РїР°РґР°СЋС‰Р°СЏ РѕР±РѕР»РѕС‡РєР°,РћРћ
1609,Stomoxys calcitrans,SC
1611,С€РѕРє РїСЃРёС…РёС‡РµСЃРєРёР№,РЁРџ
1612,Abductor pollicis longus,APL
1614,СЂРµРЅРµС‚РіРµРЅРѕРїРѕР»РёРіСЂР°С„РёС‡РµСЃРєР°СЏ СЂРµС€РµС‚РєР°,Р Р 
1615,РґСЂРµРІРѕ Р¶РёР·РЅРё,Р”Р–
1620,РќР°РїР°Р»РєРѕРІР° РґРѕСЃС‚СѓРї,РќР”
1621,Р“РёРїРїРѕРєСЂР°С‚Р° С‡РµСЂРЅР°СЏ Р±РѕР»РµР·РЅСЊ,Р“Р§Р‘
1622,РїРѕРґРІРёСЃРѕС‡РЅР°СЏ СЏРјРєР°,РџРЇ
1623,Р Р°РїРѕРїРѕСЂС‚Р° РїСЂРѕР±Р°,Р Рџ
1625,РґРёСЃС‚СЂРѕС„РёСЏ РєРѕР¶Рё РєРѕР»Р»РѕРёРґРЅР°СЏ,Р”РљРљ
1628,РЎРїР»РµРЅРґРѕСЂРµ Р±РѕР»РµР·РЅСЊ,РЎР‘
1630,Р°СЃС‚РјР° СЃРµСЂРґРµС‡РЅР°СЏ,РђРЎ
1631,Р‘РµРєРµС€Рё С‚РµРѕСЂРёСЏ СЃР»СѓС…Р°,Р‘РўРЎ
1633,РІС‹СЃС‚СѓРї Р»РёС†РµРІРѕРіРѕ РєР°РЅР°Р»Р°,Р’Р›Рљ
1634,Bence-Jones,BJ
1635,Р°РЅР°Р»РіРёСЏ С‚Р°Р±РµС‚РёС‡РµСЃРєР°СЏ,РђРў
1636,Р’СЋР»СЊРїРёР°РЅР° СЃРёРјРїС‚РѕРј,Р’РЎ
1638,Р’РµРєРєРµСЂР° РѕРїРµСЂР°С†РёСЏ,Р’Рћ
1639,С„Р°СЂРёРЅРіРёС‚ РІРµР·РёРєСѓР»СЏСЂРЅС‹Р№,Р¤Р’
1640,С…СЂРѕРјР°С‚РѕРіСЂР°С„РёС‡РµСЃРєР°СЏ РєРѕР»РѕРЅРєР°,РҐРљ
1641,Р±РµСЂРё-Р±РµСЂРё,Р‘Р‘
1642,Intertransversarii posteriores cervicis,IPC
1643,Р”РµС‚РёРЅРѕРІРѕР№ РјРµС‚РѕРґ,Р”Рњ
1644,РќРѕС…С‚Р° РѕРєСЂР°СЃРєР°,РќРћ
1645,РїРѕРґРїРѕСЂРѕРіРѕРІС‹Р№ РїРѕС‚РµРЅС†РёР°Р»,РџРџ
1646,СЂРµР·С†РѕРІРѕРµ РѕС‚РІРµСЂСЃС‚РёРµ,Р Рћ
1648,РѕС‚РЅРѕС€РµРЅРёРµ С‚РєР°РЅСЊ,РћРў
1649,Р‘Р°СЃСЃРёРЅРё РіСЂС‹Р¶РµСЃРµС‡РµРЅРёРµ,Р‘Р“
1650,С…РѕРґСЊР±Р° Р°РІС‚РѕРјР°С‚РёС‡РµСЃРєР°СЏ,РҐРђ
1651,СЂРѕС‚ РєР»РµС‚РѕС‡РЅС‹Р№,Р Рљ
1653,Q-Р»РёС…РѕСЂР°РґРєР°,QР›
1654,Р Р°Р№Р»Рё РІРёСЂСѓСЃ,Р Р’
1657,РіР»РёРѕРјР° РіРµС‚РµСЂРѕС‚РѕРїРёС‡РµСЃРєР°СЏ,Р“Р“
1658,РЅРµР±РЅР°СЏ РґСѓР¶РєР° РїРµСЂРµРґРЅСЏСЏ,РќР”Рџ
1663,Р›РёСЃС‚РµСЂР° РїРѕРІСЏР·РєР°,Р›Рџ
1664,СЂРµР°РєС†РёСЏ РЅРµР№С‚СЂР°Р»РёР·Р°С†РёРё С‚РѕРєСЃРёРЅР°,Р РќРў
1665,РіСѓРјРѕСЂР°Р»СЊРЅР°СЏ СЂРµРіСѓР»СЏС†РёСЏ,Р“Р 
1666,Р‘РѕР№РґРµРЅР° СЂРµР°РєС†РёСЏ,Р‘Р 
1668,С„РёР±СЂРѕРјР° РёРЅРІР°Р·РёРІРЅР°СЏ,Р¤Р
1669,РјРµРґРёС†РёРЅСЃРєР°СЏ СЃРµСЃС‚СЂР°,РњРЎ
1670,С‚СЂР°РЅСЃРїРѕР·РёС†РёСЏ РјР°РіРёСЃС‚СЂР°Р»СЊРЅС‹С… СЃРѕСЃСѓРґРѕРІ,РўРњРЎ
1671,СЃРёРЅРґСЂРѕРј СЃР°С…Р°СЂРЅРѕРіРѕ РґРёР°Р±РµС‚Р°,РЎРЎР”
1672,СЃРєР»РµСЂРѕР· РЅРµСЂРІРЅРѕР№ СЃРёСЃС‚РµРјС‹ РґРёС„С„СѓР·РЅС‹Р№,РЎРќРЎР”
1673,С‡Р°СЃС‚РѕС‚Р° СЂРµРєРѕРјР±РёРЅР°С†РёР№,Р§Р 
1674,РњРµРґРґРѕРєСЃР° С‚РµСЃС‚,РњРў
1675,РљСЋСЃС‚РЅРµСЂР° РѕР±СЂР°С‚РЅР°СЏ СЂРµР°РєС†РёСЏ,РљРћР 
1676,Р°С€РѕС„С„СЃРєРёР№ РїРµСЂРІРёС‡РЅС‹Р№ РёРЅС„РµРєС‚,РђРџР
1677,Р“СЂРµРјР±РµСЂР° РјРµС‚РѕРґ,Р“Рњ
1678,Р”СѓРіР°СЃР° СЃРёРјРїС‚РѕРј,Р”РЎ
1682,РЅРѕРіРѕС‚СЊ Р»РѕР¶РєРѕРѕР±СЂР°Р·РЅС‹Р№,РќР›
1683,Р°РЅСѓСЃ РЅРµРїРµСЂС„РѕСЂРёСЂРѕРІР°РЅРЅС‹Р№,РђРќ
1687,"internus plexus venosus anterior (PNA,",IPVA(
1688,РїСЂРµРґР»РµР¶Р°РЅРёРµ РїР»РѕРґР°,РџРџ
1689,Р’СѓР°Р»Р»РµРјСЊРµ РїРµСЂРµР»РѕРј,Р’Рџ
1690,Р»РёРјС„РѕР±Р»Р°СЃС‚РѕР· РґРѕР±СЂРѕРєР°С‡РµСЃС‚РІРµРЅРЅС‹Р№ РѕСЃС‚СЂС‹Р№,Р›Р”Рћ
1692,РЁРёРЅС†РёРЅРіРµСЂР°-РњР°РґРµР»СѓРЅРіР° СЃРїРѕСЃРѕР±,РЁРњРЎ
1693,"Cruralis iliaca,",CI
1694,РіРѕРїРєР°Р»РёС‚РѕРІС‹Р№ РїР°С‚СЂРѕРЅ,Р“Рџ
1699,РєР°С‚Р°СЂР°РєС‚Р° Р»РѕР¶РЅР°СЏ,РљР›
1700,Р“СЂРµРЅРґР°Р»СЏ СЌР·РѕС„Р°РіРѕРіР°СЃС‚СЂРѕР°РЅР°СЃС‚РѕРјРѕР·,Р“Р­
1702,Р±СѓР»СЊР±РѕРІРµРЅС‚СЂРёРєСѓР»СЏСЂРЅР°СЏ РїРµС‚Р»СЏ,Р‘Рџ
1704,СЃРёРјРїС‚РѕРј РѕР±СЉРµРєС‚РёРІРЅС‹Р№,РЎРћ
1705,СЋРєСЃС‚Р°РіР»РѕРјРµСЂСѓР»СЏСЂРЅС‹Р№ РёРЅРґРµРєСЃ,Р®Р
1707,Р±РѕСЂРѕР·РґР° СѓС€РЅРѕР№ СЂР°РєРѕРІРёРЅС‹ Р·Р°РґРЅСЏСЏ,Р‘РЈР Р—
1709,coitus inter mammas,CIM
1712,СЌРєРІР°С‚РѕСЂ РіР»Р°Р·Р°,Р­Р“
1713,Р°С‚СЂРѕС„РёСЏ РєРѕСЃС‚РЅР°СЏ РѕСЃС‚СЂР°СЏ,РђРљРћ
1715,N-Р°С†РµС‚РёР»С…РѕРЅРґСЂРѕР·Р°РјРёРЅ,NРђ
1716,РЅРµС„СЂРёС‚ С‚СЂР°РІРјР°С‚РёС‡РµСЃРєРёР№,РќРў
1717,Р›РёСЃС„СЂР°РЅРєР° СЃСѓСЃС‚Р°РІ,Р›РЎ
1718,Р»РёС…РѕСЂР°РґРєР° С„Р°СЂРёРЅРіРѕРєРѕРЅСЉСЋРЅРєС‚РёРІР°Р»СЊРЅР°СЏ,Р›Р¤
1719,Supraclaviculares mediates,SM
1721,РќРµР№РјР°РЅРЅР° РѕРїРµСЂР°С†РёСЏ,РќРћ
1723,Р±Р°С…СЂРѕРјРєР° СЂР°РґСѓР¶РєРё,Р‘Р 
1726,РњРѕСЂРѕР·РѕРІРѕР№ СЃРѕСЃСѓРґРёСЃС‚С‹Р№ С€РѕРІ,РњРЎРЁ
1728,Р¶РµСЃС‚ В«СЃРЅСЏС‚РёСЏ РєР°СЃРєРёВ»,Р–В«Рљ
1729,Р“Р°Р№СЏСЂР° С€РІС‹,Р“РЁ
1730,Р°С‚СЂРёРѕРІРµРЅС‚СЂРёРєСѓР»СЏСЂРЅРѕРµ РѕС‚РІРµСЂСЃС‚РёРµ РїСЂР°РІРѕРµ,РђРћРџ
1733,17-РѕРєСЃРёРєРѕСЂС‚РёРєРѕСЃС‚РµСЂРѕРёРґС‹,1Рћ
1734,Р‘СЂРµС€Рµ РІРµРЅС‹,Р‘Р’
1735,Р’РµСЂС‚Р° СЂР°Р·СЂРµР·,Р’Р 
1737,Pericardiaci rami,PR
1738,Semispinalis capitis,SC
1740,Р’Р°Р»СЊРґРµР№РµСЂР° Р¶РµР»РµР·РєРё,Р’Р–
1741,СЃСѓР»СЊС„РіРёРґСЂРёР»СЊРЅР°СЏ РіСЂСѓРїРїР°,РЎР“
1742,РїСЃРµРІРґРѕСЃРєР»РµСЂРѕР· СЃРїР°СЃС‚РёС‡РµСЃРєРёР№,РџРЎ
1745,СЌС„Р°РїС‚РёС‡РµСЃРєР°СЏ РїРµСЂРµРґР°С‡Р°,Р­Рџ
1746,Р­Р№Р·РµРЅРјРµРЅРіРµСЂР° СЃРёРЅРґСЂРѕРј,Р­РЎ
1747,СЂР°Р±РґРѕРјРёРѕРјР° Р·Р»РѕРєР°С‡РµСЃС‚РІРµРЅРЅР°СЏ,Р Р—
1749,РєР°РїСЃСѓР»Р° РїРѕС‡РєРё Р¶РёСЂРѕРІР°СЏ,РљРџР–
1750,СЃР»Р°Р±РѕСѓРјРёРµ Р±РѕР»СЊРЅРёС‡РЅРѕРµ,РЎР‘
1751,"Processus brevis incudis,",PBI
1753,Comitans n. hypoglossi,CNH
1754,СЂРµСЃРЅРёС‚С‡Р°С‚С‹Рј СЌРїРёС‚РµР»РёРµРј,Р Р­
1755,РїСЂРѕС‚РёРІРѕСЃРІРµСЂС‚С‹РІР°СЋС‰РёРµ СЃСЂРµРґСЃС‚РІР°,РџРЎ
1756,Rectus buibi inferior,RBI
1758,Clostridium perfringens,CP
1759,Tunga penetrans,TP
1760,РўРёС‚С†Рµ Р±РѕР»РµР·РЅСЊ,РўР‘
1762,РѕР»РёРІР°СЂРЅС‹Р№ РїР»Р°С‰,РћРџ
1764,СЃС‚СЂСѓРјР° Р РёРґРµР»СЏ,РЎР 
1768,РЎР°РєСЃР° Р±РѕР»РµР·РЅСЊ,РЎР‘
1771,РіРёРїРѕС„РёР· РіР»РѕС‚РѕС‡РЅС‹Р№,Р“Р“
1772,РёРЅС‚РѕРєСЃРёРєР°С†РёСЏ С‚СѓР±РµСЂРєСѓР»РµР·РЅР°СЏ С…СЂРѕРЅРёС‡РµСЃРєР°СЏ,РРўРҐ
1773,РїРёСЃС‡РµРµ РїРµСЂРѕ,РџРџ
1775,РґРёСЃС‚РёР»Р»РёСЂРѕРІР°РЅРЅР°СЏ РІРѕРґР°,Р”Р’
1776,С„СЂРёРєС†РёРё РєРѕРїСѓР»СЏС‚РёРІРЅС‹Рµ,Р¤Рљ
1777,Р”СѓР°Р№РµРЅР° РёРіР»Р°,Р”Р
1778,РљРѕСЃСЃС‹ РјРµС‚РѕРґ,РљРњ
1780,Lymphoglandula tibialis anterior,LTA
1781,Р­СЃР±Р°С…Р° Р°Р»СЊР±СѓРјРёРЅРѕРјРµС‚СЂ,Р­Рђ
1783,СЂРµРЅС‚РіРµРЅРѕР»РѕРіРёС‡РµСЃРєР°СЏ РіСЂСѓРїРїР° РїРѕРґРІРёР¶РЅР°СЏ,Р Р“Рџ
1784,СЂРёС‚Рј С†РёСЂРєРѕРґРёР°РЅРЅС‹Р№,Р Р¦
1785,Р“СЂРµС„Рµ СЃРёРјРїС‚РѕРј,Р“РЎ
1789,Р°РјРёРЅРѕРєРёСЃР»РѕС‚РЅС‹Р№ СЃРѕСЃС‚Р°РІ,РђРЎ
1792,РјРѕР»РѕС‡РЅР°СЏ РєСѓС…РЅСЏ,РњРљ
1794,РІР»Р°РіР°Р»РёС‰Рµ Р·СЂРёС‚РµР»СЊРЅРѕРіРѕ РЅРµСЂРІР° РЅР°СЂСѓР¶РЅРѕРµ,Р’Р—РќРќ
1796,Dorsalis pedis arcus venosus,DPAV
1797,РїРёСЂСЂРѕР»РѕРІС‹Р№ СЃРёРЅРёР№,РџРЎ
1798,Р°РїС‚РµС‡РЅС‹Р№ СЃРєР»Р°Рґ,РђРЎ
1799,РіРµРѕРіСЂР°С„РёСЏ Р±РѕР»РµР·РЅРµР№,Р“Р‘
1802,РјР°СЃРєРёСЂРѕРІРєР° Р·РІСѓРєР°,РњР—
1803,РљР°СЂС‡РёРєСЏРЅР° СЂРµС„Р»РµРєСЃ,РљР 
1807,СЌС„С„РµРєС‚ РїРѕР»РѕР¶РµРЅРёСЏ РіРµРЅР°,Р­РџР“
1809,Р“Р°Р№РґР° СѓР·Р»РѕРІР°С‚Р°СЏ РїРѕС‡РµСЃСѓС…Р°,Р“РЈРџ
1810,РґРµРєСЃС‚СЂРѕСЂРѕС‚Р°С†РёСЏ СЃРµСЂРґС†Р°,Р”РЎ
1813,Р±РµРґСЂРµРЅРЅР°СЏ СЏРјРєР°,Р‘РЇ
1814,Р°РєСѓС€РµСЂСЃРєРёР№ РїРѕРІРѕСЂРѕС‚,РђРџ
1815,РїРѕРїРµСЂРµС‡РЅРёРє СЃРµСЂРґС†Р°,РџРЎ
1816,Metacarpea dorsalis IV,MDI
1821,РєРѕР¶Р° РїРµРіР°СЏ,РљРџ
1822,Р“РµР№РјР°РЅРѕРІРёС‡Р° СЃРїРѕСЃРѕР±,Р“РЎ
1823,РїРёС‰РµРІС‹Рµ Р·Р°РјРµРЅРёС‚РµР»Рё,РџР—
1824,Basalis inferior,BI
1826,B. m. sternohyoidei,BMS
1827,Р±Р°РєС‚РµСЂРёСЏ (-Рё),Р‘(Р
1828,С†РёРЅРЅРѕРІР° СЃРІСЏР·РєР°,Р¦РЎ
1829,"Basialis plexus,",BP
1830,Р‘СЂР°РјР° С…РёРЅРЅР°СЏ РїСЂРѕР±Р°,Р‘РҐРџ
1831,РїСЃРёС…РѕС„РёР·РёРѕР»РѕРіРёСЏ РІРѕРµРЅРЅР°СЏ,РџР’
1832,РіРµР»РёРµРІРѕ-РєРёСЃР»РѕСЂРѕРґРЅР°СЏ СЃРјРµСЃСЊ,Р“РљРЎ
1834,РёРјРїР»Р°РЅС‚Р°С†РёСЏ РїРѕР»РѕСЃС‚РЅР°СЏ,РРџ
1839,РєРёРЅРёРЅР°Р·Р° II,РљI
1840,РёСЃС‚РѕСЂРёСЏ Р±РѕР»РµР·РЅРё,РР‘
1841,РўРµСЂРЅРѕРІСЃРєРѕРіРѕ РѕРїРµСЂР°С†РёСЏ,РўРћ
1842,Р‘СѓС€РєРµ-Р¤РёС€РµСЂР° СЃРёРјРјРµС‚СЂРёС‡РЅР°СЏ РґРёСЃСЃРµРјРёРЅРёСЂРѕРІР°РЅРЅР°СЏ РїСЏС‚РЅРёСЃС‚Р°СЏ РєРµСЂР°С‚РѕРґРµСЂРјРёСЏ,Р‘Р¤РЎР”РџРљ
1847,РІР»Р°Р¶РЅРѕСЃС‚СЊ РІРѕР·РґСѓС…Р° РѕС‚РЅРѕСЃРёС‚РµР»СЊРЅР°СЏ,Р’Р’Рћ
1848,РіР°РјРјР°-СЌРЅС†РµС„Р°Р»РѕРіСЂР°С„РёСЏ,Р“Р­
1849,СЌРєСЃРїРёСЂР°С‚РѕСЂ Р›РµР»СЊС‡РёС†РєРѕРіРѕ,Р­Р›
1850,Р“РёСЃР° РјРѕР·Р°РёС‡РЅР°СЏ С‚РµРѕСЂРёСЏ,Р“РњРў
1851,Fasciolopsis buski,FB
1853,СЌРєР·РµРЅС‚РµСЂР°С†РёСЏ РіР»Р°Р·Р°,Р­Р“
1854,РјРµРґРёС†РёРЅСЃРєРёРµ РІРѕРґС‹,РњР’
1855,Р§СѓРєР°Р»РѕРІР° РїСЂРёР·РЅР°Рє,Р§Рџ
1856,РїСЂРѕС‚РёРІРѕРїР°СЂРєРёРЅСЃРѕРЅРёС‡РµСЃРєРёРµ СЃСЂРµРґСЃС‚РІР°,РџРЎ
1860,РјРёРѕС„РёР±СЂРёР»Р»СЏСЂРЅС‹Р№ РґРёСЃРє,РњР”
1861,Р“РёСЂС€Р° С‚СЂРёР°РґР°,Р“Рў
1862,РјРѕР·Р°РёС‡РЅР°СЏ С‚РµРѕСЂРёСЏ Р“РёСЃР°,РњРўР“
1863,СЌРїРёРґРµСЂРјРѕР»РёР· Р±СѓР»Р»РµР·РЅС‹Р№ РїРѕСЂС„РёСЂРёС‡РµСЃРєРёР№,Р­Р‘Рџ
1866,"Cerebri interna communis,",CIC
1868,Р°С…РёР»РёСЏ РїР°РЅРєСЂРµР°С‚РёС‡РµСЃРєР°СЏ,РђРџ
1870,С‰РµР»СЊ РІРµРє,Р©Р’
1877,Р»РёРЅРёСЏ РІР·РѕСЂР°,Р›Р’
1878,Р·Р°РјРµРЅРёС‚РµР»Рё РїР»Р°Р·РјС‹ Р±РµР»РєРѕРІС‹Рµ,Р—РџР‘
1881,РѕР±РѕРЅСЏС‚РµР»СЊРЅР°СЏ Р±СѓР»Р°РІР°,РћР‘
1882,Р¤РѕРіС‚ СЃРёРЅРґСЂРѕРј,Р¤РЎ
1883,РіРёРїРµСЂС‚РµРЅР·РёСЏ Р°СЂС‚РµСЂРёР°Р»СЊРЅР°СЏ РїРµСЂРІРёС‡РЅР°СЏ,Р“РђРџ
1884,С†РёСЂРєСѓР»СЊ-РєР°Р»РёРїРµСЂ,Р¦Рљ
1885,РЎР°РЅР°СЂРµР»Р»Рё-Р—РґСЂРѕРґРѕРІСЃРєРѕРіРѕ С„РµРЅРѕРјРµРЅ,РЎР—Р¤
1887,B. trochanterica subfascialis,BTS
